"","AC1","AC2","AC3","AC4","AC5","AC6","AC7","AC8","AC9","AC10","AC11","AC12","AC13","AC14"
"AC1",0,-0.825349236710425,-0.825349236710425,-0.825349236710425,-0.825349236710425,-0.825349236710425,-0.825349236710425,-0.825349236710425,-0.825349236710425,-0.825349236710425,-0.825349236710425,-0.825349236710425,-0.825349236710425,-0.825349236710425
"AC2",1.26342917278644,0,1.26342917278644,1.26342917278644,1.26342917278644,1.26342917278644,1.26342917278644,1.26342917278644,1.26342917278644,1.26342917278644,1.26342917278644,1.26342917278644,1.26342917278644,1.26342917278644
"AC3",-1.20755184204659,-1.20755184204659,0,-1.20755184204659,-1.20755184204659,-1.20755184204659,-1.20755184204659,-1.20755184204659,-1.20755184204659,-1.20755184204659,-1.20755184204659,-1.20755184204659,-1.20755184204659,-1.20755184204659
"AC4",1.28432874949799,1.28432874949799,1.28432874949799,0,1.28432874949799,1.28432874949799,1.28432874949799,1.28432874949799,1.28432874949799,1.28432874949799,1.28432874949799,1.28432874949799,1.28432874949799,1.28432874949799
"AC5",-1.20755184204659,-1.20755184204659,-1.20755184204659,-1.20755184204659,0,-1.20755184204659,-1.20755184204659,-1.20755184204659,-1.20755184204659,-1.20755184204659,-1.20755184204659,-1.20755184204659,-1.20755184204659,-1.20755184204659
"AC6",0.156490350512318,0.156490350512318,0.156490350512318,0.156490350512318,0.156490350512318,0,0.156490350512318,0.156490350512318,0.156490350512318,0.156490350512318,0.156490350512318,0.156490350512318,0.156490350512318,0.156490350512318
"AC7",-0.670331399711297,-0.670331399711297,-0.670331399711297,-0.670331399711297,-0.670331399711297,-0.670331399711297,0,-0.670331399711297,-0.670331399711297,-0.670331399711297,-0.670331399711297,-0.670331399711297,-0.670331399711297,-0.670331399711297
"AC8",0.669158650466778,0.669158650466778,0.669158650466778,0.669158650466778,0.669158650466778,0.669158650466778,0.669158650466778,0,0.669158650466778,0.669158650466778,0.669158650466778,0.669158650466778,0.669158650466778,0.669158650466778
"AC9",-1.64794929485431,-1.64794929485431,-1.64794929485431,-1.64794929485431,-1.64794929485431,-1.64794929485431,-1.64794929485431,-1.64794929485431,0,-1.64794929485431,-1.64794929485431,-1.64794929485431,-1.64794929485431,-1.64794929485431
"AC10",1.04548375258384,1.04548375258384,1.04548375258384,1.04548375258384,1.04548375258384,1.04548375258384,1.04548375258384,1.04548375258384,1.04548375258384,0,1.04548375258384,1.04548375258384,1.04548375258384,1.04548375258384
"AC11",-0.771537047364207,-0.771537047364207,-0.771537047364207,-0.771537047364207,-0.771537047364207,-0.771537047364207,-0.771537047364207,-0.771537047364207,-0.771537047364207,-0.771537047364207,0,-0.771537047364207,-0.771537047364207,-0.771537047364207
"AC12",0.827414378104062,0.827414378104062,0.827414378104062,0.827414378104062,0.827414378104062,0.827414378104062,0.827414378104062,0.827414378104062,0.827414378104062,0.827414378104062,0.827414378104062,0,0.827414378104062,0.827414378104062
"AC13",1.03290259800242,1.03290259800242,1.03290259800242,1.03290259800242,1.03290259800242,1.03290259800242,1.03290259800242,1.03290259800242,1.03290259800242,1.03290259800242,1.03290259800242,1.03290259800242,0,1.03290259800242
"AC14",0.0510630107796789,0.0510630107796789,0.0510630107796789,0.0510630107796789,0.0510630107796789,0.0510630107796789,0.0510630107796789,0.0510630107796789,0.0510630107796789,0.0510630107796789,0.0510630107796789,0.0510630107796789,0.0510630107796789,0
