"","AC1","AC2","AC3","AC4","AC5","AC6","AC7","AC8","AC9","AC10","AC11","AC12","AC13","AC14"
"AC1",0,-0.465981448138491,-0.465981448138491,-0.465981448138491,-0.465981448138491,-0.465981448138491,-0.465981448138491,-0.465981448138491,-0.465981448138491,-0.465981448138491,-0.465981448138491,-0.465981448138491,-0.465981448138491,-0.465981448138491
"AC2",0.54335960110294,0,0.54335960110294,0.54335960110294,0.54335960110294,0.54335960110294,0.54335960110294,0.54335960110294,0.54335960110294,0.54335960110294,0.54335960110294,0.54335960110294,0.54335960110294,0.54335960110294
"AC3",-1.44310367049157,-1.44310367049157,0,-1.44310367049157,-1.44310367049157,-1.44310367049157,-1.44310367049157,-1.44310367049157,-1.44310367049157,-1.44310367049157,-1.44310367049157,-1.44310367049157,-1.44310367049157,-1.44310367049157
"AC4",1.68817390219543,1.68817390219543,1.68817390219543,0,1.68817390219543,1.68817390219543,1.68817390219543,1.68817390219543,1.68817390219543,1.68817390219543,1.68817390219543,1.68817390219543,1.68817390219543,1.68817390219543
"AC5",-0.0128950999962243,-0.0128950999962243,-0.0128950999962243,-0.0128950999962243,0,-0.0128950999962243,-0.0128950999962243,-0.0128950999962243,-0.0128950999962243,-0.0128950999962243,-0.0128950999962243,-0.0128950999962243,-0.0128950999962243,-0.0128950999962243
"AC6",-1.38436144474571,-1.38436144474571,-1.38436144474571,-1.38436144474571,-1.38436144474571,0,-1.38436144474571,-1.38436144474571,-1.38436144474571,-1.38436144474571,-1.38436144474571,-1.38436144474571,-1.38436144474571,-1.38436144474571
"AC7",1.73774612955236,1.73774612955236,1.73774612955236,1.73774612955236,1.73774612955236,1.73774612955236,0,1.73774612955236,1.73774612955236,1.73774612955236,1.73774612955236,1.73774612955236,1.73774612955236,1.73774612955236
"AC8",-0.105847992259705,-0.105847992259705,-0.105847992259705,-0.105847992259705,-0.105847992259705,-0.105847992259705,-0.105847992259705,0,-0.105847992259705,-0.105847992259705,-0.105847992259705,-0.105847992259705,-0.105847992259705,-0.105847992259705
"AC9",-0.270998207449343,-0.270998207449343,-0.270998207449343,-0.270998207449343,-0.270998207449343,-0.270998207449343,-0.270998207449343,-0.270998207449343,0,-0.270998207449343,-0.270998207449343,-0.270998207449343,-0.270998207449343,-0.270998207449343
"AC10",0.58713714298545,0.58713714298545,0.58713714298545,0.58713714298545,0.58713714298545,0.58713714298545,0.58713714298545,0.58713714298545,0.58713714298545,0,0.58713714298545,0.58713714298545,0.58713714298545,0.58713714298545
"AC11",-1.18908543641177,-1.18908543641177,-1.18908543641177,-1.18908543641177,-1.18908543641177,-1.18908543641177,-1.18908543641177,-1.18908543641177,-1.18908543641177,-1.18908543641177,0,-1.18908543641177,-1.18908543641177,-1.18908543641177
"AC12",0.926704653945967,0.926704653945967,0.926704653945967,0.926704653945967,0.926704653945967,0.926704653945967,0.926704653945967,0.926704653945967,0.926704653945967,0.926704653945967,0.926704653945967,0,0.926704653945967,0.926704653945967
"AC13",0.26605973365901,0.26605973365901,0.26605973365901,0.26605973365901,0.26605973365901,0.26605973365901,0.26605973365901,0.26605973365901,0.26605973365901,0.26605973365901,0.26605973365901,0.26605973365901,0,0.26605973365901
"AC14",-0.876907863948502,-0.876907863948502,-0.876907863948502,-0.876907863948502,-0.876907863948502,-0.876907863948502,-0.876907863948502,-0.876907863948502,-0.876907863948502,-0.876907863948502,-0.876907863948502,-0.876907863948502,-0.876907863948502,0
