"","Nimba","RiverCess","RiverGee","Sinoe","Bomi","Bong","Gbarpolu","GrandCapeMount","GrandBassa","GrandGedeh","GrandKru","Lofa","Margibi","Maryland","Montserrado","Boffa","Boke","Fria","Conakry","Dabola","Dinguiraye","Faranah","Kissidougou","Kankan","Kerouane","Kouroussa","Siguiri","Coyah","Dubreka","Forecariah","Kindia","Telimele","Mali","Tougue","Dalaba","Pita","Beyla","Gueckedou","Lola","Macenta","Nzerekore","Yamou","Kailahun","Kenema","Kono","Bombali","Kambia","Koinadugu","PortLoko","Tonkolili","Bo","Bonthe","Moyamba","Pujehun","WesternRural","WesternUrban"
"Nimba",0,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207,-0.54584688207
"RiverCess",0.61906736368,0,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368,0.61906736368
"RiverGee",0.394475782796,0.394475782796,0,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796,0.394475782796
"Sinoe",1.11844495495,1.11844495495,1.11844495495,0,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495,1.11844495495
"Bomi",1.4409583074,1.4409583074,1.4409583074,1.4409583074,0,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074,1.4409583074
"Bong",-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,0,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358,-0.383884699358
"Gbarpolu",0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155,0.13793600155
"GrandCapeMount",1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,0,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463,1.082202463
"GrandBassa",0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823,0.453172178823
"GrandGedeh",-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,0,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668,-0.376701896668
