"","AC1","AC2","AC3","AC4","AC5","AC6","AC7","AC8","AC9","AC10","AC11","AC12","AC13","AC14"
"AC1",0,-1.84940627256123,-1.84940627256123,-1.84940627256123,-1.84940627256123,-1.84940627256123,-1.84940627256123,-1.84940627256123,-1.84940627256123,-1.84940627256123,-1.84940627256123,-1.84940627256123,-1.84940627256123,-1.84940627256123
"AC2",0.504962317515798,0,0.504962317515798,0.504962317515798,0.504962317515798,0.504962317515798,0.504962317515798,0.504962317515798,0.504962317515798,0.504962317515798,0.504962317515798,0.504962317515798,0.504962317515798,0.504962317515798
"AC3",1.07836092457641,1.07836092457641,0,1.07836092457641,1.07836092457641,1.07836092457641,1.07836092457641,1.07836092457641,1.07836092457641,1.07836092457641,1.07836092457641,1.07836092457641,1.07836092457641,1.07836092457641
"AC4",-2.0583613545954,-2.0583613545954,-2.0583613545954,0,-2.0583613545954,-2.0583613545954,-2.0583613545954,-2.0583613545954,-2.0583613545954,-2.0583613545954,-2.0583613545954,-2.0583613545954,-2.0583613545954,-2.0583613545954
"AC5",-0.00524346082714968,-0.00524346082714968,-0.00524346082714968,-0.00524346082714968,0,-0.00524346082714968,-0.00524346082714968,-0.00524346082714968,-0.00524346082714968,-0.00524346082714968,-0.00524346082714968,-0.00524346082714968,-0.00524346082714968,-0.00524346082714968
"AC6",-0.874244185687845,-0.874244185687845,-0.874244185687845,-0.874244185687845,-0.874244185687845,0,-0.874244185687845,-0.874244185687845,-0.874244185687845,-0.874244185687845,-0.874244185687845,-0.874244185687845,-0.874244185687845,-0.874244185687845
"AC7",-0.298900681598131,-0.298900681598131,-0.298900681598131,-0.298900681598131,-0.298900681598131,-0.298900681598131,0,-0.298900681598131,-0.298900681598131,-0.298900681598131,-0.298900681598131,-0.298900681598131,-0.298900681598131,-0.298900681598131
"AC8",1.43392518211551,1.43392518211551,1.43392518211551,1.43392518211551,1.43392518211551,1.43392518211551,1.43392518211551,0,1.43392518211551,1.43392518211551,1.43392518211551,1.43392518211551,1.43392518211551,1.43392518211551
"AC9",0.206229308757996,0.206229308757996,0.206229308757996,0.206229308757996,0.206229308757996,0.206229308757996,0.206229308757996,0.206229308757996,0,0.206229308757996,0.206229308757996,0.206229308757996,0.206229308757996,0.206229308757996
"AC10",-0.0111298532792418,-0.0111298532792418,-0.0111298532792418,-0.0111298532792418,-0.0111298532792418,-0.0111298532792418,-0.0111298532792418,-0.0111298532792418,-0.0111298532792418,0,-0.0111298532792418,-0.0111298532792418,-0.0111298532792418,-0.0111298532792418
"AC11",0.437729094837643,0.437729094837643,0.437729094837643,0.437729094837643,0.437729094837643,0.437729094837643,0.437729094837643,0.437729094837643,0.437729094837643,0.437729094837643,0,0.437729094837643,0.437729094837643,0.437729094837643
"AC12",0.0182090432161909,0.0182090432161909,0.0182090432161909,0.0182090432161909,0.0182090432161909,0.0182090432161909,0.0182090432161909,0.0182090432161909,0.0182090432161909,0.0182090432161909,0.0182090432161909,0,0.0182090432161909,0.0182090432161909
"AC13",0.117965881690621,0.117965881690621,0.117965881690621,0.117965881690621,0.117965881690621,0.117965881690621,0.117965881690621,0.117965881690621,0.117965881690621,0.117965881690621,0.117965881690621,0.117965881690621,0,0.117965881690621
"AC14",1.29990405583901,1.29990405583901,1.29990405583901,1.29990405583901,1.29990405583901,1.29990405583901,1.29990405583901,1.29990405583901,1.29990405583901,1.29990405583901,1.29990405583901,1.29990405583901,1.29990405583901,0
