taxa	samplingDate	samplingCountry
hCoV-19/Germany/BY-MVP-0009/2020|EPI_ISL_437210|Germany|2020-03-07	2020.1803278688524	Germany
hCoV-19/Germany/BY-MVP-0011/2020|EPI_ISL_437212|Germany|2020-03-22	2020.22131147541	Germany
hCoV-19/Germany/BY-MVP-0013/2020|EPI_ISL_437214|Germany|2020-04-07	2020.2650273224044	Germany
hCoV-19/Germany/BY-MVP-0014/2020|EPI_ISL_437215|Germany|2020-04-08	2020.2677595628415	Germany
hCoV-19/Germany/BY-MVP-0020/2020|EPI_ISL_437220|Germany|2020-04-06	2020.2622950819673	Germany
hCoV-19/Germany/BY-MVP-0021/2020|EPI_ISL_437221|Germany|2020-04-06	2020.2622950819673	Germany
hCoV-19/Germany/BY-MVP-0022/2020|EPI_ISL_437222|Germany|2020-04-11	2020.275956284153	Germany
hCoV-19/Germany/BY-MVP-0106/2020|EPI_ISL_437296|Germany|2020-04-13	2020.2814207650274	Germany
hCoV-19/Germany/BY-MVP-0029/2020|EPI_ISL_437228|Germany|2020-03-11	2020.191256830601	Germany
hCoV-19/Germany/BY-MVP-0034/2020|EPI_ISL_437233|Germany|2020-03-13	2020.1967213114754	Germany
hCoV-19/Germany/BY-MVP-0035/2020|EPI_ISL_437234|Germany|2020-03-15	2020.2021857923498	Germany
hCoV-19/Germany/BY-MVP-0036/2020|EPI_ISL_437235|Germany|2020-03-21	2020.2185792349726	Germany
hCoV-19/Germany/BY-MVP-0041/2020|EPI_ISL_437240|Germany|2020-04-06	2020.2622950819673	Germany
hCoV-19/Germany/BY-MVP-0045/2020|EPI_ISL_437244|Germany|2020-03-08	2020.1830601092897	Germany
hCoV-19/Germany/BY-MVP-0049/2020|EPI_ISL_437248|Germany|2020-03-11	2020.191256830601	Germany
hCoV-19/Germany/BY-MVP-0067/2020|EPI_ISL_437264|Germany|2020-03-25	2020.2295081967213	Germany
hCoV-19/Germany/BY-MVP-0110/2020|EPI_ISL_451936|Germany|2020-03-12	2020.1939890710382	Germany
hCoV-19/Germany/BY-MVP-0113/2020|EPI_ISL_451937|Germany|2020-03-17	2020.207650273224	Germany
hCoV-19/Germany/BY-MVP-0118/2020|EPI_ISL_451938|Germany|2020-03-20	2020.2158469945355	Germany
hCoV-19/Germany/BY-MVP-0123/2020|EPI_ISL_451940|Germany|2020-03-23	2020.224043715847	Germany
hCoV-19/Germany/MV-Cento-70004280/2020|EPI_ISL_459963|Germany|2020-04-01	2020.2486338797814	Germany
hCoV-19/Germany/BY-MVP-0244/2020|EPI_ISL_466900|Germany|2020-04-30	2020.327868852459	Germany
hCoV-19/Germany/BY-MVP-0246/2020|EPI_ISL_466901|Germany|2020-04-30	2020.327868852459	Germany
hCoV-19/Germany/BY-MVP-0249/2020|EPI_ISL_466903|Germany|2020-04-30	2020.327868852459	Germany
hCoV-19/Germany/BY-MVP-0250/2020|EPI_ISL_466904|Germany|2020-04-30	2020.327868852459	Germany
hCoV-19/Germany/BY-MVP-0253/2020|EPI_ISL_466906|Germany|2020-05-04	2020.3387978142077	Germany
hCoV-19/Germany/BY-MVP-0281/2020|EPI_ISL_466908|Germany|2020-05-07	2020.3469945355191	Germany
hCoV-19/Germany/BY-MVP-0283/2020|EPI_ISL_466909|Germany|2020-05-11	2020.3579234972678	Germany
hCoV-19/Germany/BW-RKI-N-0001/2020|EPI_ISL_481253|Germany|2020-03-12	2020.1939890710382	Germany
hCoV-19/Germany/BE-RKI-N-0025/2020|EPI_ISL_481264|Germany|2020-03-27	2020.2349726775956	Germany
hCoV-19/Germany/BE-RKI-Z-0013/2020|EPI_ISL_483148|Germany|2020-04-27	2020.3196721311476	Germany
hCoV-19/Germany/BY-MVP-0072/2020|EPI_ISL_437268|Germany|2020-03-28	2020.2377049180327	Germany
hCoV-19/Germany/BE-RKI-Z-0014/2020|EPI_ISL_483149|Germany|2020-04-27	2020.3196721311476	Germany
hCoV-19/Germany/BE-RKI-Z-0022/2020|EPI_ISL_483155|Germany|2020-04-27	2020.3196721311476	Germany
hCoV-19/Germany/BE-RKI-Z-0023/2020|EPI_ISL_483156|Germany|2020-04-27	2020.3196721311476	Germany
hCoV-19/Germany/BE-RKI-Z-0024/2020|EPI_ISL_483157|Germany|2020-04-28	2020.3224043715848	Germany
hCoV-19/Germany/BW-UT-001/2020|EPI_ISL_485809|Germany|2020-05-13	2020.363387978142	Germany
hCoV-19/Germany/NI-HCRI-BrZK-1/2020|EPI_ISL_491115|Germany|2020-04-27	2020.3196721311476	Germany
hCoV-19/Germany/BW-UT-006/2020|EPI_ISL_508687|Germany|2020-05-20	2020.3825136612022	Germany
hCoV-19/Germany/BW-UT-009/2020|EPI_ISL_508688|Germany|2020-05-20	2020.3825136612022	Germany
hCoV-19/Germany/BW-UT-025/2020|EPI_ISL_508700|Germany|2020-05-20	2020.3825136612022	Germany
hCoV-19/Germany/BW-UT-026/2020|EPI_ISL_508701|Germany|2020-05-20	2020.3825136612022	Germany
hCoV-19/Germany/BE-ChVir-D670-9/2020|EPI_ISL_516637|Germany|2020-03-07	2020.1803278688524	Germany
hCoV-19/Germany/BE-ChVir-D710-10/2020|EPI_ISL_516638|Germany|2020-03-07	2020.1803278688524	Germany
hCoV-19/Germany/BE-ChVir-D711-11/2020|EPI_ISL_516639|Germany|2020-03-07	2020.1803278688524	Germany
hCoV-19/Germany/BE-ChVir-D717-D761-12/2020|EPI_ISL_516640|Germany|2020-03-07	2020.1803278688524	Germany
hCoV-19/Germany/NW-HHU-41/2020|EPI_ISL_425125|Germany|2020-03-18	2020.2103825136612	Germany
hCoV-19/Germany/BY-MVP-0075/2020|EPI_ISL_437270|Germany|2020-03-29	2020.24043715847	Germany
hCoV-19/Germany/BE-ChVir-D929-15/2020|EPI_ISL_516643|Germany|2020-03-05	2020.1748633879781	Germany
hCoV-19/Germany/BE-ChVir-W1248-16/2020|EPI_ISL_516644|Germany|2020-03-07	2020.1803278688524	Germany
hCoV-19/Germany/BE-ChVir-D715-D799-17/2020|EPI_ISL_516645|Germany|2020-03-06	2020.1775956284152	Germany
hCoV-19/Germany/NW-HHU-77/2020|EPI_ISL_523948|Germany|2020-03-12	2020.1939890710382	Germany
hCoV-19/Germany/NW-HHU-78/2020|EPI_ISL_523949|Germany|2020-03-07	2020.1803278688524	Germany
hCoV-19/Germany/BY-UHR-25578139L/2020|EPI_ISL_525473|Germany|2020-04-08	2020.2677595628415	Germany
hCoV-19/Germany/NW-HHU-100/2020|EPI_ISL_539577|Germany|2020-08-28	2020.655737704918	Germany
hCoV-19/Germany/NW-HHU-102/2020|EPI_ISL_539579|Germany|2020-08-28	2020.655737704918	Germany
hCoV-19/Germany/BY-MVP-0076/2020|EPI_ISL_437271|Germany|2020-03-30	2020.2431693989072	Germany
hCoV-19/Germany/NW-HHU-103/2020|EPI_ISL_539580|Germany|2020-08-28	2020.655737704918	Germany
hCoV-19/Germany/NW-HHU-106/2020|EPI_ISL_539583|Germany|2020-08-28	2020.655737704918	Germany
hCoV-19/Germany/NW-HHU-108/2020|EPI_ISL_539585|Germany|2020-08-28	2020.655737704918	Germany
hCoV-19/Germany/NW-HHU-109/2020|EPI_ISL_539586|Germany|2020-08-28	2020.655737704918	Germany
hCoV-19/Germany/NW-HHU-110/2020|EPI_ISL_539587|Germany|2020-08-28	2020.655737704918	Germany
hCoV-19/Germany/NW-HHU-111/2020|EPI_ISL_539588|Germany|2020-08-27	2020.6530054644809	Germany
hCoV-19/Germany/NW-HHU-112/2020|EPI_ISL_539589|Germany|2020-08-26	2020.6502732240438	Germany
hCoV-19/Germany/NW-HHU-114/2020|EPI_ISL_539591|Germany|2020-08-26	2020.6502732240438	Germany
hCoV-19/Germany/NW-HHU-115/2020|EPI_ISL_539592|Germany|2020-08-25	2020.6475409836066	Germany
hCoV-19/Germany/NW-HHU-116/2020|EPI_ISL_539593|Germany|2020-08-25	2020.6475409836066	Germany
hCoV-19/Germany/BY-MVP-0083/2020|EPI_ISL_437277|Germany|2020-03-31	2020.2459016393443	Germany
hCoV-19/Germany/NW-HHU-117/2020|EPI_ISL_539594|Germany|2020-08-24	2020.6448087431695	Germany
hCoV-19/Germany/NW-HHU-118/2020|EPI_ISL_539595|Germany|2020-08-24	2020.6448087431695	Germany
hCoV-19/Germany/NW-HHU-80/2020|EPI_ISL_539596|Germany|2020-08-16	2020.622950819672	Germany
hCoV-19/Germany/NW-HHU-81/2020|EPI_ISL_539597|Germany|2020-08-17	2020.6256830601094	Germany
hCoV-19/Germany/NW-HHU-82/2020|EPI_ISL_539598|Germany|2020-08-17	2020.6256830601094	Germany
hCoV-19/Germany/NW-HHU-83/2020|EPI_ISL_539599|Germany|2020-08-17	2020.6256830601094	Germany
hCoV-19/Germany/BAV-MVP0292/2020|EPI_ISL_548957|Germany|2020-05-25	2020.396174863388	Germany
hCoV-19/Germany/BAV-MVP0295/2020|EPI_ISL_548958|Germany|2020-05-26	2020.3989071038252	Germany
hCoV-19/Germany/BAV-V2010517/2020|EPI_ISL_548960|Germany|2020-03-11	2020.191256830601	Germany
hCoV-19/Germany/NW-HHU-D808/2020|EPI_ISL_572330|Germany|2020-05-03	2020.3360655737704	Germany
hCoV-19/Germany/NW-HHU-D809/2020|EPI_ISL_572331|Germany|2020-05-21	2020.3852459016393	Germany
hCoV-19/Germany/NW-HHU-D853/2020|EPI_ISL_572333|Germany|2020-06-08	2020.4344262295083	Germany
hCoV-19/Germany/NW-HHU-D870/2020|EPI_ISL_572397|Germany|2020-06-24	2020.4781420765028	Germany
hCoV-19/Germany/NW-HHU-D871/2020|EPI_ISL_573152|Germany|2020-06-25	2020.48087431694	Germany
hCoV-19/Germany/NW-HHU-D872/2020|EPI_ISL_574259|Germany|2020-06-26	2020.483606557377	Germany
hCoV-19/Germany/NW-UBI-15/2020|EPI_ISL_602296|Germany|2020-04-14	2020.2841530054645	Germany
hCoV-19/Germany/NW-UBI-6/2020|EPI_ISL_602287|Germany|2020-04-01	2020.2486338797814	Germany
hCoV-19/Germany/NW-UBI-17/2020|EPI_ISL_602298|Germany|2020-04-17	2020.292349726776	Germany
hCoV-19/Germany/NW-HHU-144/2020|EPI_ISL_602514|Germany|2020-04-11	2020.275956284153	Germany
hCoV-19/Germany/NW-HHU-148/2020|EPI_ISL_602518|Germany|2020-03-01	2020.1639344262296	Germany
hCoV-19/Germany/BY-MVP-0096/2020|EPI_ISL_437288|Germany|2020-04-03	2020.2540983606557	Germany
hCoV-19/Germany/BY-ChVir-1017/2020|EPI_ISL_450209|Germany|2020-01-30	2020.0792349726776	Germany
hCoV-19/Germany/BY-ChVir-1019/2020|EPI_ISL_450199|Germany|2020-01-29	2020.0765027322404	Germany
hCoV-19/Germany/BY-ChVir-1289/2020|EPI_ISL_450203|Germany|2020-02-01	2020.0846994535518	Germany
hCoV-19/Germany/NW-HHU-25/2020|EPI_ISL_419542|Germany|2020-03-15	2020.2021857923498	Germany
hCoV-19/Germany/HE-FFM4/2020|EPI_ISL_452220|Germany|2020-03-02	2020.1666666666667	Germany
hCoV-19/Germany/HE-FFM6/2020|EPI_ISL_452222|Germany|2020-03-02	2020.1666666666667	Germany
hCoV-19/Germany/HE-FFM7/2020|EPI_ISL_452223|Germany|2020-03-02	2020.1666666666667	Germany
hCoV-19/Germany/MV-Cento-COV7/2020|EPI_ISL_457750|Germany|2020-03-26	2020.2322404371585	Germany
hCoV-19/Germany/BY-MVP-0259/2020|EPI_ISL_466874|Germany|2020-04-06	2020.2622950819673	Germany
hCoV-19/Germany/BY-MVP-0182/2020|EPI_ISL_466875|Germany|2020-04-13	2020.2814207650274	Germany
hCoV-19/Germany/BY-MVP-0186/2020|EPI_ISL_466879|Germany|2020-04-13	2020.2814207650274	Germany
hCoV-19/Germany/BY-MVP-0190/2020|EPI_ISL_466881|Germany|2020-04-14	2020.2841530054645	Germany
hCoV-19/Germany/BY-MVP-0193/2020|EPI_ISL_466883|Germany|2020-04-15	2020.2868852459017	Germany
hCoV-19/Germany/BY-MVP-0196/2020|EPI_ISL_466884|Germany|2020-04-16	2020.2896174863388	Germany
hCoV-19/Germany/BY-MVP-0200/2020|EPI_ISL_466885|Germany|2020-04-16	2020.2896174863388	Germany
hCoV-19/Germany/BY-MVP-0201/2020|EPI_ISL_466886|Germany|2020-04-17	2020.292349726776	Germany
hCoV-19/Germany/BY-MVP-0203/2020|EPI_ISL_466887|Germany|2020-04-17	2020.292349726776	Germany
hCoV-19/Germany/BY-MVP-0207/2020|EPI_ISL_466888|Germany|2020-04-20	2020.3005464480875	Germany
hCoV-19/Germany/BY-MVP-0208/2020|EPI_ISL_466889|Germany|2020-04-19	2020.2978142076502	Germany
hCoV-19/Germany/NW-HHU-28/2020|EPI_ISL_419545|Germany|2020-03-15	2020.2021857923498	Germany
hCoV-19/Germany/BY-MVP-0210/2020|EPI_ISL_466890|Germany|2020-04-20	2020.3005464480875	Germany
hCoV-19/Germany/BY-MVP-0218/2020|EPI_ISL_466891|Germany|2020-04-22	2020.3060109289618	Germany
hCoV-19/Germany/BY-MVP-0219/2020|EPI_ISL_466892|Germany|2020-04-22	2020.3060109289618	Germany
hCoV-19/Germany/BY-MVP-0220/2020|EPI_ISL_466893|Germany|2020-04-22	2020.3060109289618	Germany
hCoV-19/Germany/BY-MVP-0221/2020|EPI_ISL_466894|Germany|2020-04-22	2020.3060109289618	Germany
hCoV-19/Germany/BY-MVP-0226/2020|EPI_ISL_466896|Germany|2020-04-23	2020.308743169399	Germany
hCoV-19/Germany/BY-MVP-0229/2020|EPI_ISL_466897|Germany|2020-04-24	2020.311475409836	Germany
hCoV-19/Germany/BY-MVP-0237/2020|EPI_ISL_466898|Germany|2020-04-28	2020.3224043715848	Germany
hCoV-19/Germany/BY-MVP-0240/2020|EPI_ISL_466899|Germany|2020-04-28	2020.3224043715848	Germany
hCoV-19/Germany/BY-MVP-0268/2020|EPI_ISL_466910|Germany|2020-05-17	2020.3743169398906	Germany
hCoV-19/Germany/NW-HHU-29/2020|EPI_ISL_419546|Germany|2020-03-15	2020.2021857923498	Germany
hCoV-19/Germany/BY-MVP-0269/2020|EPI_ISL_466911|Germany|2020-05-18	2020.377049180328	Germany
hCoV-19/Germany/BY-MVP-0270/2020|EPI_ISL_466912|Germany|2020-05-19	2020.379781420765	Germany
hCoV-19/Germany/BY-MVP-0273/2020|EPI_ISL_466913|Germany|2020-05-20	2020.3825136612022	Germany
hCoV-19/Germany/BY-MVP-0274/2020|EPI_ISL_466915|Germany|2020-05-22	2020.3879781420765	Germany
hCoV-19/Germany/BY-MVP-0288/2020|EPI_ISL_466916|Germany|2020-05-22	2020.3879781420765	Germany
hCoV-19/Germany/BY-MVP-0284/2020|EPI_ISL_466917|Germany|2020-05-23	2020.3907103825136	Germany
hCoV-19/Germany/BY-MVP-0272/2020|EPI_ISL_466918|Germany|2020-05-23	2020.3907103825136	Germany
hCoV-19/Germany/BY-MVP-0277/2020|EPI_ISL_466920|Germany|2020-05-25	2020.396174863388	Germany
hCoV-19/Germany/BY-MVP-0287/2020|EPI_ISL_466921|Germany|2020-05-25	2020.396174863388	Germany
hCoV-19/Germany/BY-MVP-0289/2020|EPI_ISL_466922|Germany|2020-05-25	2020.396174863388	Germany
hCoV-19/Germany/BY-MVP-0291/2020|EPI_ISL_466923|Germany|2020-05-25	2020.396174863388	Germany
hCoV-19/Germany/BY-MVP-0294/2020|EPI_ISL_466924|Germany|2020-05-26	2020.3989071038252	Germany
hCoV-19/Germany/BY-MVP-0296/2020|EPI_ISL_466925|Germany|2020-05-26	2020.3989071038252	Germany
hCoV-19/Germany/BE-RKI-Z-0006/2020|EPI_ISL_483141|Germany|2020-04-20	2020.3005464480875	Germany
hCoV-19/Germany/BE-RKI-Z-0007/2020|EPI_ISL_483142|Germany|2020-04-20	2020.3005464480875	Germany
hCoV-19/Germany/BE-RKI-Z-0010/2020|EPI_ISL_483145|Germany|2020-04-25	2020.3142076502731	Germany
hCoV-19/Germany/BE-RKI-Z-0011/2020|EPI_ISL_483146|Germany|2020-04-25	2020.3142076502731	Germany
hCoV-19/Italy/EMR-AMVRC-206/2020|EPI_ISL_457699|Italy|2020-02-22	2020.1420765027322	Italy
hCoV-19/Italy/ABR-IZSGC-TE4925/2020|EPI_ISL_418255|Italy|2020-03-14	2020.1994535519125	Italy
hCoV-19/Italy/ABR-IZSGC-TE5512/2020|EPI_ISL_420566|Italy|2020-03-19	2020.2131147540983	Italy
hCoV-19/Italy/LOM-UniMI-L150/2020|EPI_ISL_542145|Italy|2020-03-13	2020.1967213114754	Italy
hCoV-19/Italy/LOM-UniMI-L159/2020|EPI_ISL_542154|Italy|2020-03-13	2020.1967213114754	Italy
hCoV-19/Italy/LOM-UniMI-L97/2020|EPI_ISL_542441|Italy|2020-03-09	2020.1857923497269	Italy
hCoV-19/Italy/LOM-UniMI-L206/2020|EPI_ISL_542194|Italy|2020-03-08	2020.1830601092897	Italy
hCoV-19/Italy/LOM-UniMI-L207/2020|EPI_ISL_542195|Italy|2020-03-10	2020.188524590164	Italy
hCoV-19/Italy/LOM-UniMI-L211/2020|EPI_ISL_542198|Italy|2020-03-12	2020.1939890710382	Italy
hCoV-19/Italy/LOM-UniMI-L428/2020|EPI_ISL_542347|Italy|2020-03-05	2020.1748633879781	Italy
hCoV-19/Italy/ABR-IZSGC-TE6195/2020|EPI_ISL_420569|Italy|2020-03-23	2020.224043715847	Italy
hCoV-19/Italy/LOM-UniMI-L436/2020|EPI_ISL_542355|Italy|2020-03-19	2020.2131147540983	Italy
hCoV-19/Italy/LOM-UniMI-L441/2020|EPI_ISL_542360|Italy|2020-03-02	2020.1666666666667	Italy
hCoV-19/Italy/ABR-IZSGC-TE6222/2020|EPI_ISL_420583|Italy|2020-03-23	2020.224043715847	Italy
hCoV-19/Italy/LOM-UniMI-L447/2020|EPI_ISL_542365|Italy|2020-03-23	2020.224043715847	Italy
hCoV-19/Italy/LOM-UniMI-L461/2020|EPI_ISL_542377|Italy|2020-03-25	2020.2295081967213	Italy
hCoV-19/Italy/LOM-UniMI-L463/2020|EPI_ISL_542379|Italy|2020-03-23	2020.224043715847	Italy
hCoV-19/Italy/LOM-UniMI-L474/2020|EPI_ISL_542387|Italy|2020-03-30	2020.2431693989072	Italy
hCoV-19/Italy/LOM-UniMI-L475/2020|EPI_ISL_542388|Italy|2020-03-30	2020.2431693989072	Italy
hCoV-19/Italy/VEN-IZSVe-10-41/2020|EPI_ISL_452181|Italy|2020-03-22	2020.22131147541	Italy
hCoV-19/Italy/LOM-UniMI-L476/2020|EPI_ISL_542389|Italy|2020-04-01	2020.2486338797814	Italy
hCoV-19/Italy/CAM-IZSM-52479-129/2020|EPI_ISL_560407|Italy|2020-05-13	2020.363387978142	Italy
hCoV-19/Italy/PIE-SLL-MS45/2020|EPI_ISL_569866|Italy|2020-02-25	2020.1502732240438	Italy
hCoV-19/Italy/PIE-SLL-MS46/2020|EPI_ISL_569867|Italy|2020-02-22	2020.1420765027322	Italy
hCoV-19/Italy/PIE-SLL-MS52/2020|EPI_ISL_569868|Italy|2020-04-01	2020.2486338797814	Italy
hCoV-19/Italy/BAS-AMVRC-4162/2020|EPI_ISL_477195|Italy|2020-04-07	2020.2650273224044	Italy
hCoV-19/Italy/PIE-SLL-MS58/2020|EPI_ISL_569874|Italy|2020-03-31	2020.2459016393443	Italy
hCoV-19/Italy/VEN-IZSVe-23-50/2020|EPI_ISL_452185|Italy|2020-03-26	2020.2322404371585	Italy
hCoV-19/Italy/TUS-DBM-18/2020|EPI_ISL_583956|Italy|2020-06-07	2020.431693989071	Italy
hCoV-19/Italy/TUS-UOS-19/2020|EPI_ISL_591330|Italy|2020-06-07	2020.431693989071	Italy
hCoV-19/Italy/TUS-DBM-21/2020|EPI_ISL_583958|Italy|2020-04-27	2020.3196721311476	Italy
hCoV-19/Italy/TUS-UOS-4/2020|EPI_ISL_591332|Italy|2020-03-23	2020.224043715847	Italy
hCoV-19/Italy/VEN-IZSVe-31-19/2020|EPI_ISL_452188|Italy|2020-03-31	2020.2459016393443	Italy
hCoV-19/Italy/TUS-UOS-9/2020|EPI_ISL_591337|Italy|2020-03-21	2020.2185792349726	Italy
hCoV-19/Italy/TUS-UOS-15/2020|EPI_ISL_591338|Italy|2020-05-14	2020.3661202185792	Italy
hCoV-19/Italy/TUS-DBM-23/2020|EPI_ISL_583967|Italy|2020-03-29	2020.24043715847	Italy
hCoV-19/Italy/CAM-IZSM-45946/2020|EPI_ISL_602304|Italy|2020-10-01	2020.7486338797814	Italy
hCoV-19/Italy/LAZ-INMI5/2020|EPI_ISL_417923|Italy|2020-03-04	2020.172131147541	Italy
hCoV-19/Italy/FVG-ICGEB-S18/2020|EPI_ISL_428854|Italy|2020-03-30	2020.2431693989072	Italy
hCoV-19/Italy/VEN-IZSVe-21-26/2020|EPI_ISL_422437|Italy|2020-03-25	2020.2295081967213	Italy
hCoV-19/Italy/VEN-IZSVe-33-126/2020|EPI_ISL_452189|Italy|2020-04-01	2020.2486338797814	Italy
hCoV-19/Italy/ABR-IZSGC-TE6577/2020|EPI_ISL_429234|Italy|2020-03-24	2020.2267759562842	Italy
hCoV-19/Italy/ABR-AMVRC-TE7859/2020|EPI_ISL_429236|Italy|2020-03-28	2020.2377049180327	Italy
hCoV-19/Italy/ABR-IZSGC-TE12337/2020|EPI_ISL_435146|Italy|2020-04-07	2020.2650273224044	Italy
hCoV-19/Italy/ABR-IZSGC-TE12774/2020|EPI_ISL_435150|Italy|2020-04-08	2020.2677595628415	Italy
hCoV-19/Italy/VEN-IZSVe-46-8/2020|EPI_ISL_452190|Italy|2020-04-03	2020.2540983606557	Italy
hCoV-19/Italy/ABR-IZSGC-TE13858/2020|EPI_ISL_435152|Italy|2020-04-09	2020.2704918032787	Italy
hCoV-19/Italy/ABR-IZSGC-TE14168/2020|EPI_ISL_435155|Italy|2020-04-09	2020.2704918032787	Italy
hCoV-19/Italy/TUS-UniSI-1/2020|EPI_ISL_454733|Italy|2020-03-01	2020.1639344262296	Italy
hCoV-19/Italy/BAS-UniMI-4028/2020|EPI_ISL_477196|Italy|2020-04-06	2020.2622950819673	Italy
hCoV-19/Italy/BAS-UniMI-3725/2020|EPI_ISL_477197|Italy|2020-04-03	2020.2540983606557	Italy
hCoV-19/Italy/BAS-UniMI-2627/2020|EPI_ISL_477198|Italy|2020-03-20	2020.2158469945355	Italy
hCoV-19/Italy/FVG-ICGEB-atr21/2020|EPI_ISL_479790|Italy|2020-04-13	2020.2814207650274	Italy
hCoV-19/Italy/VEN-IZSVe-46-23/2020|EPI_ISL_452191|Italy|2020-04-03	2020.2540983606557	Italy
hCoV-19/Italy/FVG-ICGEB-S26/2020|EPI_ISL_479791|Italy|2020-03-08	2020.1830601092897	Italy
hCoV-19/Italy/VEN-UniVR-2/2020|EPI_ISL_492981|Italy|2020-04-07	2020.2650273224044	Italy
hCoV-19/Italy/VEN-UniVR-3/2020|EPI_ISL_492982|Italy|2020-04-07	2020.2650273224044	Italy
hCoV-19/Italy/VEN-UniVR-4/2020|EPI_ISL_492983|Italy|2020-04-18	2020.295081967213	Italy
hCoV-19/Italy/VEN-UniVR-5/2020|EPI_ISL_492984|Italy|2020-03-11	2020.191256830601	Italy
hCoV-19/Italy/VEN-UniVR-6/2020|EPI_ISL_492985|Italy|2020-03-08	2020.1830601092897	Italy
hCoV-19/Italy/VEN-UniVR-7/2020|EPI_ISL_492986|Italy|2020-03-10	2020.188524590164	Italy
hCoV-19/Italy/VEN-UniVR-8/2020|EPI_ISL_492987|Italy|2020-03-05	2020.1748633879781	Italy
hCoV-19/Italy/LOM-INMI-BG-5825/2020|EPI_ISL_460079|Italy|2020-02-22	2020.1420765027322	Italy
hCoV-19/Italy/SAR-ATS-04039046/2020|EPI_ISL_458084|Italy|2020-04-03	2020.2540983606557	Italy
hCoV-19/Italy/CAM-CEINGE-S66/2020|EPI_ISL_514751|Italy|2020-04-15	2020.2868852459017	Italy
hCoV-19/Italy/VEN-IZSVe-101-12/2020|EPI_ISL_522855|Italy|2020-04-20	2020.3005464480875	Italy
hCoV-19/Italy/VEN-IZSVe-46-41/2020|EPI_ISL_522856|Italy|2020-04-03	2020.2540983606557	Italy
hCoV-19/Italy/VEN-IZSVe-50893/2020|EPI_ISL_522857|Italy|2020-04-26	2020.3169398907103	Italy
hCoV-19/Italy/VEN-IZSVe-94-28/2020|EPI_ISL_522868|Italy|2020-04-17	2020.292349726776	Italy
hCoV-19/Italy/VEN-IZSVe-51635/2020|EPI_ISL_522859|Italy|2020-05-01	2020.3306010928961	Italy
hCoV-19/Italy/VEN-IZSVe-55-111/2020|EPI_ISL_522861|Italy|2020-04-08	2020.2677595628415	Italy
hCoV-19/Italy/VEN-IZSVe-55-16/2020|EPI_ISL_522862|Italy|2020-04-08	2020.2677595628415	Italy
hCoV-19/Italy/VEN-IZSVe-60-40/2020|EPI_ISL_522865|Italy|2020-04-08	2020.2677595628415	Italy
hCoV-19/Italy/SAR-AMVRC-28/2020|EPI_ISL_458085|Italy|2020-04-12	2020.27868852459	Italy
hCoV-19/Italy/VEN-IZSVe-63-7/2020|EPI_ISL_522866|Italy|2020-04-09	2020.2704918032787	Italy
hCoV-19/Italy/FVG-ICGEB-S204/2020|EPI_ISL_525495|Italy|2020-06-11	2020.4426229508197	Italy
hCoV-19/Italy/FVG-ICGEB-S205/2020|EPI_ISL_525496|Italy|2020-06-11	2020.4426229508197	Italy
hCoV-19/Italy/APU-UniMI-6/2020|EPI_ISL_525570|Italy|2020-03-16	2020.204918032787	Italy
hCoV-19/Italy/APU-UniMI-62PT/2020|EPI_ISL_525571|Italy|2020-03-28	2020.2377049180327	Italy
hCoV-19/Italy/APU-UniMI-64PT/2020|EPI_ISL_525572|Italy|2020-06-01	2020.4153005464482	Italy
hCoV-19/Italy/APU-UniMI-368/2020|EPI_ISL_525557|Italy|2020-03-17	2020.207650273224	Italy
hCoV-19/Italy/BAS-UniMI-4160/2020|EPI_ISL_525574|Italy|2020-04-08	2020.2677595628415	Italy
hCoV-19/Italy/ABR-IZSGC-TE32707/2020|EPI_ISL_528992|Italy|2020-04-29	2020.3251366120219	Italy
hCoV-19/Italy/ABR-IZSGC-TE34742/2020|EPI_ISL_528993|Italy|2020-05-04	2020.3387978142077	Italy
hCoV-19/Italy/ABR-IZSGC-TE49480/2020|EPI_ISL_529004|Italy|2020-05-16	2020.3715846994535	Italy
hCoV-19/Italy/ABR-IZSGC-TE46424/2020|EPI_ISL_528995|Italy|2020-05-14	2020.3661202185792	Italy
hCoV-19/Italy/ABR-IZSGC-TE46429/2020|EPI_ISL_528997|Italy|2020-05-14	2020.3661202185792	Italy
hCoV-19/Italy/ABR-IZSGC-TE46433/2020|EPI_ISL_528998|Italy|2020-05-14	2020.3661202185792	Italy
hCoV-19/Italy/ABR-IZSGC-TE46435/2020|EPI_ISL_528999|Italy|2020-05-14	2020.3661202185792	Italy
hCoV-19/Italy/ABR-IZSGC-TE46436/2020|EPI_ISL_529000|Italy|2020-05-14	2020.3661202185792	Italy
hCoV-19/Italy/ABR-IZSGC-TE46439/2020|EPI_ISL_529001|Italy|2020-05-14	2020.3661202185792	Italy
hCoV-19/Italy/ABR-IZSGC-TE46456/2020|EPI_ISL_529002|Italy|2020-05-14	2020.3661202185792	Italy
hCoV-19/Italy/BAS-UniMI-2161/2020|EPI_ISL_477200|Italy|2020-03-23	2020.224043715847	Italy
hCoV-19/Italy/ABR-IZSGC-TE77497/2020|EPI_ISL_529006|Italy|2020-06-09	2020.4371584699454	Italy
hCoV-19/Italy/ABR-IZSGC-TE79445/2020|EPI_ISL_529007|Italy|2020-06-13	2020.448087431694	Italy
